iter	Passed	Remaining
1438	92425	100261
1439	92491	100199
1440	92552	100131
1441	92616	100066
1442	92680	100002
1443	92743	99937
1444	92807	99872
1445	92873	99809
1446	92942	99751
1447	93004	99684
1448	93065	99617
1449	93127	99549
1450	93192	99486
1451	93252	99417
1452	93314	99351
1453	93381	99289
1454	93472	99253
1455	93539	99192
1456	93612	99138
1457	93712	99111
1458	93781	99051
1459	93843	98985
1460	93914	98928
1461	93983	98868
1462	94053	98810
1463	94120	98749
1464	94182	98682
1465	94245	98616
1466	94306	98548
1467	94370	98484
1468	94431	98417
1469	94494	98351
1470	94554	98282
1471	94616	98215
1472	94680	98151
1473	94747	98089
1474	94812	98026
1475	94878	97963
1476	94950	97908
1477	95019	97848
1478	95082	97782
1479	95152	97723
1480	95217	97660
1481	95284	97599
1482	95351	97537
1483	95416	97473
1484	95478	97407
1485	95547	97347
1486	95612	97284
1487	95679	97223
1488	95740	97155
1489	95807	97093
1490	95872	97029
1491	95929	96957
1492	95988	96888
1493	96050	96822
1494	96114	96757
1495	96178	96692
1496	96239	96625
1497	96367	96624
1498	96556	96685
1499	96635	96635
1500	96701	96572
1501	96837	96579
1502	96919	96532
1503	96998	96482
1504	97113	96467
1505	97178	96404
1506	97253	96349
1507	97331	96298
1508	97415	96253
1509	97493	96202
1510	97581	96161
1511	97659	96108
1512	97773	96093
1513	97881	96071
1514	97970	96030
1515	98041	95972
1516	98100	95902
1517	98157	95829
1518	98222	95765
1519	98290	95703
1520	98352	95636
1521	98414	95569
1522	98478	95503
1523	98556	95452
1524	98631	95397
1525	98798	95431
1526	98869	95373
1527	98926	95301
1528	98988	95234
1529	99053	95169
1530	99114	95100
1531	99182	95039
1532	99254	94981
1533	99314	94911
1534	99375	94844
1535	99435	94774
1536	99499	94709
1537	99558	94638
1538	99618	94569
1539	99683	94505
1540	99746	94438
1541	99810	94373
1542	99872	94306
1543	99941	94245
1544	100006	94180
1545	100070	94115
1546	100133	94049
1547	100191	93977
1548	100253	93910
1549	100312	93840
1550	100373	93772
1551	100439	93709
1552	100501	93642
1553	100561	93572
1554	100622	93504
1555	100689	93441
1556	100752	93375
1557	100812	93306
1558	100875	93240
1559	100939	93175
1560	101002	93109
1561	101063	93040
1562	101125	92973
1563	101187	92906
1564	101249	92839
1565	101315	92775
1566	101376	92707
1567	101439	92640
1568	101501	92573
1569	101563	92506
1570	101626	92440
1571	101688	92373
1572	101752	92308
1573	101815	92241
1574	101877	92174
1575	101938	92107
1576	101999	92039
1577	102064	91974
1578	102125	91906
1579	102190	91842
1580	102250	91773
1581	102313	91706
1582	102373	91638
1583	102437	91573
1584	102498	91505
1585	102559	91437
1586	102633	91380
1587	102731	91345
1588	102789	91275
1589	102850	91207
1590	102909	91137
1591	102967	91066
1592	103027	90997
1593	103087	90929
1594	103154	90866
1595	103213	90796
1596	103273	90728
1597	103333	90659
1598	103393	90590
1599	103451	90519
1600	103513	90452
1601	103570	90381
1602	103632	90315
1603	103696	90249
1604	103757	90182
1605	103818	90113
1606	103882	90048
1607	103938	89976
1608	103998	89907
1609	104058	89839
1610	104115	89768
1611	104176	89700
1612	104236	89631
1613	104295	89562
1614	104359	89497
1615	104420	89429
1616	104479	89360
1617	104541	89292
1618	104609	89231
1619	104673	89166
1620	104738	89102
1621	104800	89035
1622	104859	88965
1623	104918	88896
1624	104981	88830
1625	105050	88769
1626	105119	88708
1627	105179	88640
1628	105240	88572
1629	105298	88502
1630	105363	88438
1631	105419	88366
1632	105479	88298
1633	105531	88223
1634	105598	88160
1635	105661	88094
1636	105727	88030
1637	105789	87963
1638	105850	87896
1639	105910	87828
1640	105971	87760
1641	106031	87692
1642	106092	87624
1643	106151	87555
1644	106217	87491
1645	106276	87422
1646	106337	87355
1647	106394	87284
1648	106454	87216
1649	106513	87147
1650	106571	87077
1651	106632	87009
1652	106695	86943
1653	106753	86874
1654	106812	86805
1655	106872	86737
1656	106932	86668
1657	106991	86599
1658	107054	86534
1659	107116	86467
1660	107179	86401
