iter	Passed	Remaining
1251	4777	2854
1252	4781	2850
1253	4785	2846
1254	4788	2842
1255	4792	2839
1256	4796	2835
1257	4800	2831
1258	4803	2827
1259	4807	2823
1260	4811	2819
1261	4815	2815
1262	4818	2811
1263	4822	2807
1264	4825	2803
1265	4829	2800
1266	4833	2796
1267	4836	2792
1268	4841	2788
1269	4845	2785
1270	4849	2781
1271	4852	2777
1272	4856	2773
1273	4860	2769
1274	4864	2765
1275	4867	2761
1276	4871	2757
1277	4874	2754
1278	4878	2750
1279	4882	2746
1280	4885	2742
1281	4889	2738
1282	4892	2734
1283	4896	2730
1284	4900	2726
1285	4903	2722
1286	4907	2718
1287	4910	2714
1288	4915	2711
1289	4918	2707
1290	4922	2703
1291	4925	2699
1292	4929	2695
1293	4933	2691
1294	4936	2687
1295	4940	2683
1296	4943	2679
1297	4947	2675
1298	4951	2671
1299	4955	2668
1300	4958	2664
1301	4962	2660
1302	4965	2656
1303	4969	2652
1304	4973	2648
1305	4976	2644
1306	4979	2640
1307	4983	2636
1308	4986	2632
1309	4990	2628
1310	4994	2624
1311	4998	2621
1312	5001	2617
1313	5006	2613
1314	5010	2610
1315	5014	2606
1316	5017	2602
1317	5021	2598
1318	5024	2594
1319	5028	2590
1320	5032	2586
1321	5036	2583
1322	5040	2579
1323	5043	2575
1324	5047	2571
1325	5051	2567
1326	5054	2563
1327	5058	2559
1328	5061	2555
1329	5065	2551
1330	5068	2547
1331	5071	2543
1332	5075	2539
1333	5079	2536
1334	5083	2532
1335	5087	2528
1336	5090	2524
1337	5094	2520
1338	5098	2516
1339	5101	2512
1340	5105	2508
1341	5109	2505
1342	5112	2501
1343	5116	2497
1344	5119	2493
1345	5123	2489
1346	5127	2485
1347	5131	2482
1348	5136	2478
1349	5139	2474
1350	5143	2470
1351	5147	2467
1352	5151	2463
1353	5154	2459
1354	5158	2455
1355	5162	2451
1356	5166	2447
1357	5169	2444
1358	5173	2440
1359	5177	2436
1360	5180	2432
1361	5184	2428
1362	5188	2424
1363	5192	2420
1364	5195	2417
1365	5199	2413
1366	5203	2409
1367	5206	2405
1368	5210	2401
1369	5213	2397
1370	5217	2393
1371	5221	2389
1372	5225	2386
1373	5229	2382
1374	5233	2378
1375	5237	2374
1376	5240	2371
1377	5244	2367
1378	5247	2363
1379	5251	2359
1380	5255	2355
1381	5258	2351
1382	5262	2347
1383	5266	2344
1384	5270	2340
1385	5274	2336
1386	5278	2332
1387	5281	2328
1388	5285	2325
1389	5288	2321
1390	5292	2317
1391	5296	2313
1392	5300	2309
1393	5303	2305
1394	5307	2302
1395	5311	2298
1396	5315	2294
1397	5318	2290
1398	5322	2286
1399	5326	2282
1400	5329	2278
1401	5334	2275
1402	5337	2271
1403	5341	2267
1404	5345	2263
1405	5348	2259
1406	5352	2255
1407	5355	2251
1408	5359	2248
1409	5363	2244
1410	5366	2240
1411	5370	2236
1412	5374	2232
1413	5378	2228
1414	5382	2225
1415	5386	2221
1416	5390	2217
1417	5393	2213
1418	5397	2209
1419	5400	2206
1420	5404	2202
1421	5408	2198
1422	5411	2194
1423	5415	2190
1424	5418	2186
1425	5422	2182
1426	5426	2178
1427	5429	2174
1428	5433	2171
1429	5436	2167
1430	5440	2163
1431	5444	2159
1432	5448	2155
1433	5451	2151
1434	5455	2147
1435	5459	2144
1436	5463	2140
1437	5467	2136
1438	5471	2133
1439	5475	2129
1440	5478	2125
1441	5482	2121
1442	5486	2117
1443	5490	2113
1444	5493	2109
1445	5497	2106
1446	5501	2102
1447	5505	2098
1448	5509	2094
1449	5512	2091
1450	5516	2087
1451	5520	2083
1452	5523	2079
1453	5527	2075
1454	5531	2071
1455	5535	2068
1456	5539	2064
1457	5543	2060
1458	5547	2056
1459	5551	2053
1460	5555	2049
1461	5558	2045
1462	5562	2041
1463	5566	2037
1464	5569	2034
1465	5573	2030
1466	5577	2026
1467	5580	2022
1468	5584	2018
1469	5587	2014
1470	5591	2010
1471	5595	2006
1472	5598	2003
1473	5602	1999
1474	5606	1995
1475	5609	1991
1476	5613	1987
1477	5617	1983
1478	5621	1980
1479	5625	1976
1480	5629	1972
1481	5633	1968
1482	5636	1965
1483	5640	1961
1484	5644	1957
1485	5648	1953
1486	5651	1949
1487	5655	1945
1488	5658	1942
1489	5663	1938
1490	5667	1934
1491	5670	1930
1492	5674	1926
1493	5677	1923
1494	5681	1919
1495	5685	1915
1496	5690	1911
1497	5697	1909
1498	5704	1906
1499	5712	1904
1500	5719	1901
1501	5724	1897
1502	5730	1894
1503	5735	1891
1504	5742	1888
1505	5748	1885
1506	5753	1882
1507	5757	1878
1508	5762	1874
1509	5766	1871
1510	5770	1867
1511	5774	1863
1512	5778	1859
1513	5782	1856
1514	5787	1852
1515	5791	1849
1516	5797	1845
1517	5802	1842
1518	5806	1838
1519	5810	1834
1520	5814	1831
1521	5818	1827
1522	5822	1823
1523	5826	1819
1524	5830	1815
1525	5834	1812
1526	5838	1808
1527	5842	1804
1528	5846	1800
1529	5850	1797
1530	5853	1793
1531	5857	1789
1532	5861	1785
1533	5864	1781
1534	5868	1777
1535	5871	1773
1536	5874	1769
1537	5878	1765
1538	5882	1762
1539	5885	1758
1540	5889	1754
1541	5892	1750
1542	5896	1746
1543	5899	1742
1544	5903	1738
1545	5907	1734
1546	5910	1730
1547	5914	1726
1548	5917	1723
1549	5921	1719
1550	5924	1715
1551	5929	1711
1552	5933	1707
1553	5937	1703
1554	5940	1700
1555	5944	1696
1556	5947	1692
1557	5951	1688
1558	5954	1684
1559	5958	1680
1560	5962	1676
1561	5965	1672
1562	5969	1668
1563	5973	1665
1564	5976	1661
1565	5980	1657
1566	5984	1653
1567	5988	1649
1568	5992	1646
1569	5996	1642
1570	6000	1638
1571	6003	1634
1572	6007	1630
1573	6010	1626
1574	6014	1622
1575	6018	1619
1576	6021	1615
1577	6024	1611
1578	6028	1607
1579	6032	1603
1580	6035	1599
1581	6039	1595
1582	6042	1591
1583	6046	1587
1584	6049	1584
1585	6053	1580
1586	6056	1576
1587	6060	1572
1588	6063	1568
1589	6066	1564
1590	6070	1560
1591	6074	1556
1592	6077	1552
1593	6080	1548
1594	6083	1544
1595	6087	1540
1596	6090	1536
1597	6094	1533
1598	6097	1529
1599	6100	1525
